date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:36:39	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:35:55%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/cKWIxQh2dMUgjsxJenrf7A81D95.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/cKWIxQh2dMUgjsxJenrf7A81D95.3c.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:36:39	28719/28719	---M--	200	added ('OK')	image/jpeg	etag:%226272f9b4-702f%22	https://image.tmdb.org/t/p/w300/cKWIxQh2dMUgjsxJenrf7A81D95.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/cKWIxQh2dMUgjsxJenrf7A81D95.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:36:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:35:56%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/f3gFb4wLwNGQcpweamVhjNBdJ58.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/f3gFb4wLwNGQcpweamVhjNBdJ58.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:36:46	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:36:02%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/f3gFb4wLwNGQcpweamVhjNBdJ58.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/f3gFb4wLwNGQcpweamVhjNBdJ58.3f.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:36:46	32744/32744	---M--	200	added ('OK')	image/jpeg	etag:%226272b7fd-7fe8%22	https://image.tmdb.org/t/p/w300/f3gFb4wLwNGQcpweamVhjNBdJ58.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/f3gFb4wLwNGQcpweamVhjNBdJ58.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:36:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:36:03%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/6n3PQSYpZRK5YPk2w8JEwED7AZk.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/6n3PQSYpZRK5YPk2w8JEwED7AZk.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:37:02	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:36:16%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/6n3PQSYpZRK5YPk2w8JEwED7AZk.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/6n3PQSYpZRK5YPk2w8JEwED7AZk.42.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:37:15	21193/21193	---M--	200	added ('OK')	image/jpeg	etag:%22629549da-52c9%22	https://image.tmdb.org/t/p/w300/6n3PQSYpZRK5YPk2w8JEwED7AZk.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/6n3PQSYpZRK5YPk2w8JEwED7AZk.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:37:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:36:32%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/aekXSzkn3zry6aummMl7AU4rSa8.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/aekXSzkn3zry6aummMl7AU4rSa8.44.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:37:28	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:36:44%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/aekXSzkn3zry6aummMl7AU4rSa8.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/aekXSzkn3zry6aummMl7AU4rSa8.45.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:37:30	31679/31679	---M--	200	added ('OK')	image/jpeg	etag:%226272f81e-7bbf%22	https://image.tmdb.org/t/p/w300/aekXSzkn3zry6aummMl7AU4rSa8.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/aekXSzkn3zry6aummMl7AU4rSa8.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:37:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:36:47%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/c5cMZqDECWXilLlhoCkbRu4q9Mp.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/c5cMZqDECWXilLlhoCkbRu4q9Mp.47.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:37:36	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:36:52%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/c5cMZqDECWXilLlhoCkbRu4q9Mp.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/c5cMZqDECWXilLlhoCkbRu4q9Mp.48.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:37:36	17313/17313	---M--	200	added ('OK')	image/jpeg	etag:%226351c8e8-43a1%22	https://image.tmdb.org/t/p/w300/c5cMZqDECWXilLlhoCkbRu4q9Mp.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/c5cMZqDECWXilLlhoCkbRu4q9Mp.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:37:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:36:53%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:37:41	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:36:58%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/8gLhu8UFPZfH2Hv11JhTZkb9CVl.4b.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:37:42	28223/28223	---M--	200	added ('OK')	image/jpeg	etag:%226383b331-6e3f%22	https://image.tmdb.org/t/p/w300/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:37:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:36:58%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/hYqOjJ7Gh1fbqXrxlIao1g8ZehF.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/hYqOjJ7Gh1fbqXrxlIao1g8ZehF.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:37:45	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:02%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/hYqOjJ7Gh1fbqXrxlIao1g8ZehF.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/hYqOjJ7Gh1fbqXrxlIao1g8ZehF.4e.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:37:46	25760/25760	---M--	200	added ('OK')	image/jpeg	etag:%22634160f0-64a0%22	https://image.tmdb.org/t/p/w300/hYqOjJ7Gh1fbqXrxlIao1g8ZehF.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/hYqOjJ7Gh1fbqXrxlIao1g8ZehF.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:37:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:02%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/mOpHGETnYr1OgQifBb7xk59N5Il.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/mOpHGETnYr1OgQifBb7xk59N5Il.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:37:51	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:07%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/mOpHGETnYr1OgQifBb7xk59N5Il.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/mOpHGETnYr1OgQifBb7xk59N5Il.51.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:37:51	17598/17598	---M--	200	added ('OK')	image/jpeg	etag:%2262d0fe71-44be%22	https://image.tmdb.org/t/p/w300/mOpHGETnYr1OgQifBb7xk59N5Il.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/mOpHGETnYr1OgQifBb7xk59N5Il.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:37:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:07%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/lfgmWyWWV3WPJ53jxWUQa3NtJ8f.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/lfgmWyWWV3WPJ53jxWUQa3NtJ8f.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:37:55	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:11%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/lfgmWyWWV3WPJ53jxWUQa3NtJ8f.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/lfgmWyWWV3WPJ53jxWUQa3NtJ8f.54.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:37:55	16352/16352	---M--	200	added ('OK')	image/jpeg	etag:%2262cf7108-3fe0%22	https://image.tmdb.org/t/p/w300/lfgmWyWWV3WPJ53jxWUQa3NtJ8f.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/lfgmWyWWV3WPJ53jxWUQa3NtJ8f.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:37:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:12%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/iqoNZKyfqUMRKKo0VZOaGyMrF9g.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/iqoNZKyfqUMRKKo0VZOaGyMrF9g.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:37:59	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:15%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/iqoNZKyfqUMRKKo0VZOaGyMrF9g.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/iqoNZKyfqUMRKKo0VZOaGyMrF9g.57.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:37:59	21865/21865	---M--	200	added ('OK')	image/jpeg	etag:%2262737f63-5569%22	https://image.tmdb.org/t/p/w300/iqoNZKyfqUMRKKo0VZOaGyMrF9g.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/iqoNZKyfqUMRKKo0VZOaGyMrF9g.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:03	5247/5247	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Mar%202022%2008:32:38%20GMT	https://wtach.club/themes/v1/assets/no-poster.png	C:/Users/samsung/Documents/datt/www.dating.com/match/wtach.club/themes/v1/assets/no-poster.png	(from https://wtach.club/en/movie/436270/black-adam)
07:38:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:19%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/oyDaF4za9C9GxfYSyZUmj2aZGJT.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/oyDaF4za9C9GxfYSyZUmj2aZGJT.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:06	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:22%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/oyDaF4za9C9GxfYSyZUmj2aZGJT.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/oyDaF4za9C9GxfYSyZUmj2aZGJT.5b.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:38:06	40368/40368	---M--	200	added ('OK')	image/jpeg	etag:%226272bb81-9db0%22	https://image.tmdb.org/t/p/w300/oyDaF4za9C9GxfYSyZUmj2aZGJT.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/oyDaF4za9C9GxfYSyZUmj2aZGJT.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:22%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/rFljUdOozFEv6HDHIFpFvcYW0ec.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/rFljUdOozFEv6HDHIFpFvcYW0ec.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:09	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:26%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/rFljUdOozFEv6HDHIFpFvcYW0ec.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/rFljUdOozFEv6HDHIFpFvcYW0ec.5e.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:38:10	39219/39219	---M--	200	added ('OK')	image/jpeg	etag:%22629b14b0-9933%22	https://image.tmdb.org/t/p/w300/rFljUdOozFEv6HDHIFpFvcYW0ec.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/rFljUdOozFEv6HDHIFpFvcYW0ec.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:26%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/yoAKHpveZ4Z1wwwXoD31dXj3H8s.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/yoAKHpveZ4Z1wwwXoD31dXj3H8s.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:13	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:29%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/yoAKHpveZ4Z1wwwXoD31dXj3H8s.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/yoAKHpveZ4Z1wwwXoD31dXj3H8s.61.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:38:13	18799/18799	---M--	200	added ('OK')	image/jpeg	etag:%22633d86fc-496f%22	https://image.tmdb.org/t/p/w300/yoAKHpveZ4Z1wwwXoD31dXj3H8s.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/yoAKHpveZ4Z1wwwXoD31dXj3H8s.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:30%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/idT5mnqPcJgSkvpDX7pJffBzdVH.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/idT5mnqPcJgSkvpDX7pJffBzdVH.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:31	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:48%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/idT5mnqPcJgSkvpDX7pJffBzdVH.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/idT5mnqPcJgSkvpDX7pJffBzdVH.64.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:38:34	8988/8988	---M--	200	added ('OK')	image/jpeg	etag:%22634e8eca-231c%22	https://image.tmdb.org/t/p/w300/idT5mnqPcJgSkvpDX7pJffBzdVH.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/idT5mnqPcJgSkvpDX7pJffBzdVH.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:51%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/tgVBMIiJczfBWINRRd9yxE8ESln.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/tgVBMIiJczfBWINRRd9yxE8ESln.66.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:38:38	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:54%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/tgVBMIiJczfBWINRRd9yxE8ESln.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/tgVBMIiJczfBWINRRd9yxE8ESln.67.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:38:38	27171/27171	---M--	200	added ('OK')	image/jpeg	etag:%22634b1590-6a23%22	https://image.tmdb.org/t/p/w300/tgVBMIiJczfBWINRRd9yxE8ESln.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/tgVBMIiJczfBWINRRd9yxE8ESln.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:54%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/dpeR3ue0Q93Rk8jhE2DzVPMRGIm.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/dpeR3ue0Q93Rk8jhE2DzVPMRGIm.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:41	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:58%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/dpeR3ue0Q93Rk8jhE2DzVPMRGIm.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/dpeR3ue0Q93Rk8jhE2DzVPMRGIm.6a.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:38:42	11042/11042	---M--	200	added ('OK')	image/jpeg	etag:%226348aef0-2b22%22	https://image.tmdb.org/t/p/w300/dpeR3ue0Q93Rk8jhE2DzVPMRGIm.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/dpeR3ue0Q93Rk8jhE2DzVPMRGIm.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:37:58%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/qVVegwPsW6n9unBtLWq1rzOutka.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/qVVegwPsW6n9unBtLWq1rzOutka.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:45	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:38:01%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/qVVegwPsW6n9unBtLWq1rzOutka.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/qVVegwPsW6n9unBtLWq1rzOutka.6d.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:38:45	22951/22951	---M--	200	added ('OK')	image/jpeg	etag:%2263736316-59a7%22	https://image.tmdb.org/t/p/w300/qVVegwPsW6n9unBtLWq1rzOutka.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/qVVegwPsW6n9unBtLWq1rzOutka.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:38:02%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/yo26axYjP5ti9i0ZXgHfnFz86dj.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/yo26axYjP5ti9i0ZXgHfnFz86dj.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:48	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:38:04%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/yo26axYjP5ti9i0ZXgHfnFz86dj.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/yo26axYjP5ti9i0ZXgHfnFz86dj.70.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:38:48	12404/12404	---M--	200	added ('OK')	image/jpeg	etag:%2263552e4b-3074%22	https://image.tmdb.org/t/p/w300/yo26axYjP5ti9i0ZXgHfnFz86dj.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/yo26axYjP5ti9i0ZXgHfnFz86dj.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:38:05%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/9wPpY50KgW94Ozy3jwDWYdo0jBu.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/9wPpY50KgW94Ozy3jwDWYdo0jBu.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:51	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:38:08%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/9wPpY50KgW94Ozy3jwDWYdo0jBu.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/9wPpY50KgW94Ozy3jwDWYdo0jBu.73.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:38:52	47852/47852	---M--	200	added ('OK')	image/jpeg	etag:%226304fd59-baec%22	https://image.tmdb.org/t/p/w300/9wPpY50KgW94Ozy3jwDWYdo0jBu.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/9wPpY50KgW94Ozy3jwDWYdo0jBu.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:38:08%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/AsTlA7dj2ySGY1pzGSD0MoHFhEF.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/AsTlA7dj2ySGY1pzGSD0MoHFhEF.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:55	30/30	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:38:12%20GMT	https://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/AsTlA7dj2ySGY1pzGSD0MoHFhEF.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/AsTlA7dj2ySGY1pzGSD0MoHFhEF.76.delayed	(from https://wtach.club/en/movie/436270/black-adam)
07:38:56	36153/36153	---M--	200	added ('OK')	image/jpeg	etag:%2262d531d1-8d39%22	https://image.tmdb.org/t/p/w300/AsTlA7dj2ySGY1pzGSD0MoHFhEF.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/image.tmdb.org/t/p/w300/AsTlA7dj2ySGY1pzGSD0MoHFhEF.jpg	(from https://wtach.club/en/movie/436270/black-adam)
07:38:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Dec%202022%2006:38:12%20GMT	http://cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/AeyiuQUUs78bPkz18FY3AzNFF8b.jpg	C:/Users/samsung/Documents/datt/www.dating.com/match/cdn.statically.io/img/image.tmdb.org/f=auto/t/p/w300/AeyiuQUUs78bPkz18FY3AzNFF8b.jpg	(from https://wtach.club/en/movie/436270/black-adam)
